doc_id,domain,title,date_published,collection,tags,url,summary
"haiyan-google_1-11(1)","cnn.com","Typhoon Haiyan death toll tops 6,000 in the Philippines - CNN.com","2013-12-13T15:15:43Z","haiyan","google","http://www.cnn.com/2013/12/13/world/asia/philippines-typhoon-haiyan/","Nearly five weeks after <b>Typhoon Haiyan</b> tore through the Philippines, the <br> government now says more than 6000 people have been reported dead."
"haiyan-google_1-11(10)","cnn.com","Photos: Typhoon Haiyan - CNN.com","2013-11-07T20:39:48Z","haiyan","google","http://www.cnn.com/2013/11/07/asia/gallery/typhoon-haiyan/","A man reconstructs his house in the bay of Tacloban, Leyte province, Philippines, <br> on Wednesday, November 27, 2013. <b>Typhoon Haiyan</b>, one of the most&nbsp;..."
"haiyan-google_1-11(2)","cnn.com","Prince Charles arranges mass vaccination for Typhoon Haiyan victims","2014-03-26T06:44:06Z","haiyan","google","http://www.cnn.com/2014/03/26/world/asia/philippines-prince-charles-measles-vaccination/","The virus has ravaged the country since <b>Typhoon Haiyan</b> -- known as Yolanda in <br> the Philippines -- hit on November 8 last year, leaving more than 6,000 dead&nbsp;..."
"haiyan-google_1-11(3)","cnn.com","Typhoon Haiyan: Scenes of devastation, calls for help - CNN.com","2013-11-12T11:43:36Z","haiyan","google","http://www.cnn.com/2013/11/12/world/asia/typhoon-haiyan-vignettes/","The city of Tacloban is one of many dealing with the death and destruction that <br> <b>Typhoon Haiyan</b> left behind."
"haiyan-google_1-11(4)","cnn.com","Typhoon Haiyan leaves 1,774 dead, &apos;hideous&apos; destruction - CNN.com","2013-11-11T09:04:04Z","haiyan","google","http://www.cnn.com/2013/11/11/world/asia/typhoon-haiyan/","<b>Typhoon Haiyan</b>, one of the most powerful storms on record, hit the country&#39;s <br> eastern seaboard on November 8, leaving a wide swath of destruction, including<br> &nbsp;..."
"haiyan-google_1-11(5)","cnn.com","Typhoon Haiyan: No medicine, little aid at Tacloban clinic - CNN.com","2013-11-13T08:54:52Z","haiyan","google","http://www.cnn.com/2013/11/13/world/asia/typhoon-haiyan/","In the aftermath of <b>Typhoon Haiyan</b>, tons of food have arrived in the Philippines, <br> but many starving people have yet to get a bite of it."
"haiyan-google_1-11(6)","cnn.com","&apos;I saw hope in their eyes&apos;: Heroes team up for typhoon relief - CNN.com","2013-11-28T20:11:43Z","haiyan","google","http://www.cnn.com/2013/11/28/world/cnnheroes-typhoon-haiyan/","Tacloban, Philippines (CNN) -- Efren Penaflorida was grateful when <b>Typhoon</b> <br> <b>Haiyan</b> bypassed his home in Cavite City, Philippines. But when he saw the&nbsp;..."
"haiyan-google_1-11(7)","cnn.com","Scenes of devastation and some relief after Typhoon Haiyan - CNN ...","2013-11-11T08:56:52Z","haiyan","google","http://www.cnn.com/2013/11/11/world/asia/typhoon-haiyan-vignettes/","Amid desperation, some hope. The U.S. Marines arrived to bolster relief efforts <br> after <b>Typhoon Haiyan</b> swept through the Philippines."
"haiyan-google_1-11(8)","edition.cnn.com","Jason Day loses eight relatives to Typhoon Haiyan - CNN.com","2013-11-18T13:00:30Z","haiyan","google","http://edition.cnn.com/2013/11/18/sport/jason-day-typhoon-haiyan-golf/","Golfer Jason Day lost eight relatives during <b>Typhoon Haiyan</b>; Day reportedly lost <br> his grandmother, his uncle and six cousins during the typhoon; The Australian&#39;s&nbsp;..."
"haiyan-google_1-11(9)","cnn.com","Typhoon Haiyan&apos;s toll: More than 1,800 dead, 580,000 displaced ...","2013-11-12T08:25:56Z","haiyan","google","http://www.cnn.com/2013/11/12/world/asia/typhoon-haiyan/","Aid organizations and nations around the world raced Tuesday to deliver aid to <br> areas of the Philippines devastated by <b>Typhoon Haiyan</b> four days earlier."
"haiyan-google_11-21(1)","cnn.com","More than 100 killed in one Philippine city by Super Typhoon Haiyan","2013-11-08T08:49:08Z","haiyan","google","http://www.cnn.com/2013/11/08/world/asia/philippines-typhoon-haiyan/","(CNN) -- More than 100 people were killed in a major Philippine coastal city that <br> took the brunt of Super <b>Typhoon Haiyan</b>, authorities said Saturday. That death&nbsp;..."
"haiyan-google_11-21(10)","cnn.com","Typhoon Haiyan crushed town &apos;like giant hand from the sky&apos; - CNN ...","2013-11-11T09:37:33Z","haiyan","google","http://www.cnn.com/2013/11/11/world/asia/philippines-typhoon-haiyan-destruction-watson/","I was gob-smacked as we made our approach into the ruins of the airport in <br> Tacloban -- the first major population center to be struck by Super <b>Typhoon</b> <br> <b>Haiyan</b>."
"haiyan-google_11-21(2)","cnn.com","Philippine disaster path of Typhoon Haiyan - CNN.com","2013-11-15T04:43:14Z","haiyan","google","http://www.cnn.com/2013/11/14/world/philippines-typhoon-interactive/","Disaster path of <b>Typhoon Haiyan</b> through the Philippines. updated 12:33 AM EST<br> , Fri November 15, 2013. 0. Comments ». SHARE THIS. Print; Email; More&nbsp;..."
"haiyan-google_11-21(3)","cnn.com","Super Typhoon Haiyan, strongest storm of 2013, hits Philippines ...","2013-11-07T06:11:47Z","haiyan","google","http://www.cnn.com/2013/11/07/world/asia/philippines-typhoon-haiyan/","Super <b>Typhoon Haiyan</b> has made landfall in the Philippines, the country&#39;s <br> weather service reported."
"haiyan-google_11-21(4)","cnn.com","How it happened: Tracing Typhoon Haiyan&apos;s havoc in the Philippines","2013-11-12T11:32:21Z","haiyan","google","http://www.cnn.com/2013/11/12/world/asia/typhoon-haiyan-tic-toc/","Here&#39;s a moment-by-moment account of how <b>Typhoon Haiyan</b> tore through the <br> Philippines."
"haiyan-google_11-21(5)","cnn.com","Stories of resilience after Typhoon Haiyan - CNN.com","2014-01-10T14:39:30Z","haiyan","google","http://www.cnn.com/2014/01/10/world/iyw-typhoon-haiyan-concern-worldwide/","Seven days after <b>Typhoon Haiyan</b> hit the Philippines, he was on the ground and <br> stayed for two weeks. Here&#39;s an account of some of the people he met."
"haiyan-google_11-21(6)","cnn.com","Photos: Typhoon Haiyan relief efforts - CNN.com","2013-11-11T22:34:08Z","haiyan","google","http://www.cnn.com/2013/11/11/asia/gallery/typhoon-haiyan-relief/","Troops and aid organizations help Filipinos struggling to survive the aftermath of <br> <b>Typhoon Haiyan</b>."
"haiyan-google_11-21(7)","cnn.com","Typhoon Haiyan: The body collectors of Tacloban - CNN.com","2013-11-18T06:12:24Z","haiyan","google","http://www.cnn.com/2013/11/18/world/asia/philippines-typhoon-body-collectors/","But their deeply unenviable task is a vital step toward getting Tacloban, the <br> Philippines city decimated by the fury of Super <b>Typhoon Haiyan</b>, back on its feet."
"haiyan-google_11-21(8)","cnn.com","Typhoon Haiyan: Elation as desperate mom finds lost family in debris","2013-11-19T03:27:16Z","haiyan","google","http://www.cnn.com/2013/11/18/world/asia/typhoon-haiyan-lost-family-found/","It had been five days since Super <b>Typhoon Haiyan</b> slammed into the Philippines <br> coast, obliterating everything in its path. And five days since she&#39;d last heard&nbsp;..."
"haiyan-google_11-21(9)","cnn.com","Philippines reels from catastrophe as Typhoon Haiyan hits Vietnam ...","2013-11-10T06:28:11Z","haiyan","google","http://www.cnn.com/2013/11/10/world/asia/philippines-typhoon-haiyan/","Tacloban, Philippines (CNN) -- As the Philippines faced a long, grim path to <br> recovery in the wake of <b>Typhoon Haiyan</b>, the storm plowed into northeastern&nbsp;..."
"haiyan-google_21-31(1)","cnn.com","Typhoon Haiyan: Toll climbs to 3,633 dead, more cadaver bags en ...","2013-11-15T09:24:12Z","haiyan","google","http://www.cnn.com/2013/11/15/world/asia/typhoon-haiyan/","Tacloban, Philippines (CNN) -- More than a week after <b>Typhoon Haiyan</b> laid <br> waste to much of the central Philippines, the toll is overwhelming: entire&nbsp;..."
"haiyan-google_21-31(10)","ac360.blogs.cnn.com","Typhoon Haiyan – Anderson Cooper 360 - CNN.com Blogs","","haiyan","google","http://ac360.blogs.cnn.com/category/typhoon-haiyan/","Incredible new images from drone cameras show the sheer devastation caused <br> by <b>Typhoon Haiyan</b>. Also, take a unique look at the sheer power of the storm&nbsp;..."
"haiyan-google_21-31(2)","religion.blogs.cnn.com","Jesus statue unscathed by Typhoon Haiyan – CNN Belief Blog ...","","haiyan","google","http://religion.blogs.cnn.com/2013/11/13/jesus-statue-unscathed-by-typhoon-haiyan/","(CNN) -- A giant statue of Jesus apparently survived <b>Typhoon Haiyan</b> unscathed, <br> even as the massive storm flattened many parts of Tanauan, a coastal town in&nbsp;..."
"haiyan-google_21-31(3)","cnn.com","How to help Typhoon Haiyan survivors - CNN.com","2013-11-10T00:48:46Z","haiyan","google","http://www.cnn.com/2013/11/09/world/iyw-how-to-help-typhoon-haiyan/","<b>Typhoon Haiyan</b>, one of the most powerful storms in history, hit the Philippines on <br> November 8, leaving behind a catastrophic scene: more than 5000 dead,&nbsp;..."
"haiyan-google_21-31(4)","money.cnn.com","Major charities raise millions for Typhoon Haiyan victims - Nov. 15 ...","","haiyan","google","http://money.cnn.com/2013/11/15/pf/typhoon-haiyan-donations/","Americans have donated millions of dollars to relief efforts in the week since <br> <b>Typhoon Haiyan</b> struck the Philippines."
"haiyan-google_21-31(5)","cnn.com","A week after Typhoon Haiyan hit, grim realities sink in - CNN.com","2013-11-14T07:36:40Z","haiyan","google","http://www.cnn.com/2013/11/14/world/asia/typhoon-haiyan/","A week after <b>Typhoon Haiyan</b> hit, grim realities sink in. By Anderson Cooper. <br> Andrew Stevens. and Jethro Mullen, CNN. updated 4:01 AM EST, Fri November <br> 15,&nbsp;..."
"haiyan-google_21-31(6)","outfront.blogs.cnn.com","What if Typhoon Haiyan hit the United States? – Erin Burnett ...","","haiyan","google","http://outfront.blogs.cnn.com/2013/11/11/what-if-typhoon-haiyan-hit-the-united-states/","Officials fear 10000 or more are dead in the Philippines, a country that is used to <br> massive <b>typhoons</b> hitting regularly. But what if a super <b>typhoon</b> like <b>Haiyan</b> hit&nbsp;..."
"haiyan-google_21-31(7)","cnn.com","Why did more people not flee from Typhoon Haiyan? - CNN.com","2013-11-11T18:08:52Z","haiyan","google","http://www.cnn.com/2013/11/11/world/asia/typhoon-haiyan-questions/","<b>Typhoon Haiyan</b>, one of the most powerful storms on record, hit the country&#39;s <br> eastern seaboard on November 8, leaving a wide swath of destruction, including<br> &nbsp;..."
"haiyan-google_21-31(8)","ireport.cnn.com","Open Story: Typhoon Haiyan&apos;s impact - CNN iReport","","haiyan","google","http://ireport.cnn.com/open-story.jspa?openStoryID=1058473","Editor&#39;s Note: This story is a collaborative effort of CNN and residents of the <br> Philippines, who are experiencing the <b>typhoon</b> and its aftermath. Add a comment <br> or&nbsp;..."
"haiyan-google_21-31(9)","cnn.com","Witnessing Haiyan&apos;s devastation: &apos;Filipino spirit is alive among us ...","2013-11-19T07:58:55Z","haiyan","google","http://www.cnn.com/2013/11/19/world/asia/philippines-haiyan-devastation-personal/","As Super <b>Typhoon Haiyan</b> weaved its destructive path across the east of the <br> country more than a week ago, I was drafted in to help with our coverage as the&nbsp;..."
"haiyan-google_31-41(1)","cnn.com","Typhoon Haiyan crushed town &apos;like giant hand from the sky&apos; - CNN ...","2013-11-11T09:37:33Z","haiyan","google","http://www.cnn.com/2013/11/11/world/asia/philippines-typhoon-haiyan-destruction-watson/","I was gob-smacked as we made our approach into the ruins of the airport in <br> Tacloban -- the first major population center to be struck by Super <b>Typhoon</b> <br> <b>Haiyan</b>."
"haiyan-google_31-41(10)","ac360.blogs.cnn.com","Typhoon Haiyan: Eight days later – Anderson Cooper 360 - CNN ...","","haiyan","google","http://ac360.blogs.cnn.com/2013/11/15/typhoon-haiyan-eight-days-later/","The crisis in the Philippines is far from over. Since arriving in the Philippines, <br> Anderson has witnessed the desperation of <b>typhoon</b> survivors who lost <br> everything&nbsp;..."
"haiyan-google_31-41(2)","cnn.com","Typhoon Haiyan: In Tacloban, children ripped from arms, floating dead","2013-11-09T15:53:10Z","haiyan","google","http://www.cnn.com/2013/11/09/world/asia/philippines-tacloban/","Tacloban, Philippines (CNN) -- No building in this coastal city of 200,000 <br> residents appears to have escaped damage from Super <b>Typhoon Haiyan</b>. Most <br> roads&nbsp;..."
"haiyan-google_31-41(3)","cnn.com","Typhoon Haiyan: Could man on tape be Tacloban patriarch of 30 ...","2013-11-13T10:47:48Z","haiyan","google","http://www.cnn.com/2013/11/13/world/asia/typhoon-tacloban-30-missing-found/","<b>Typhoon Haiyan</b>: Could mystery man on tape be Tacloban patriarch of 30 <br> missing? By Hilary Whiteman, CNN. updated 8:11 PM EST, Wed November 13, <br> 2013."
"haiyan-google_31-41(4)","cnn.com","Typhoon Haiyan: Information for travelers - CNN.com","2013-11-08T05:21:11Z","haiyan","google","http://www.cnn.com/2013/11/08/travel/travel-update-typhoon-haiyan-philippines/","Thousands of people have been evacuated from China&#39;s resort city of Sanya as <br> <b>Typhoon Haiyan</b> hit."
"haiyan-google_31-41(5)","globalpublicsquare.blogs.cnn.com","On GPS Sunday: Understanding Typhoon Haiyan, and assessing ...","","haiyan","google","http://globalpublicsquare.blogs.cnn.com/2013/11/16/on-gps-sunday-understanding-typhoon-haiyan-and-assessing-chinas-future/","On GPS this Sunday: More than 10 million Filipinos have been either displaced <br> or left homeless by <b>Typhoon Haiyan</b>. But why was the impact so bad, and why&nbsp;..."
"haiyan-google_31-41(6)","cnn.com","Typhoon Haiyan: 30 members of one family missing after storm ...","2013-11-11T10:34:57Z","haiyan","google","http://www.cnn.com/2013/11/11/world/asia/typhoon-haiyan-tacloban-tan-family-missing/","Hong Kong (CNN) -- Their faces stare from old photos, their voices silent since <br> Super <b>Typhoon Haiyan</b> swept through Tacloban in the Philippines on Friday."
"haiyan-google_31-41(7)","cnn.com","Emotional extremes for families of Typhoon Haiyan victims - CNN.com","2013-11-12T19:34:03Z","haiyan","google","http://www.cnn.com/2013/11/12/world/asia/typhoon-haiyan-people/","People with loved ones in the Philippines wait for news and worry after <b>Typhoon</b> <br> <b>Haiyan</b> slammed into the country."
"haiyan-google_31-41(8)","cnn.com","Typhoon Haiyan: From The Field - CNN.com","2013-11-11T16:27:50Z","haiyan","google","http://www.cnn.com/2013/11/11/world/asia/typhoon-live-field-blog/","&#39;We just can&#39;t keep going&#39;: Scenes of devastation from <b>Typhoon</b> #<b>Haiyan</b> - cnn.it/<br> 1dh6csK. November 11, 2013 at 7:29 AM. TeamCNNI @TeamCNNI. Typhoon&nbsp;..."
"haiyan-google_31-41(9)","cnn.com","Children among Typhoon Haiyan victims","2013-11-11T19:10:00Z","haiyan","google","http://www.cnn.com/2013/11/11/world/gallery/typhoon-haiyan-victims/","A mother carries her baby through the debris of destroyed houses in Tacloban, <br> Leyte province, Philippines on Wednesday, November 27, 2013 <b>Typhoon Haiyan</b><br> &nbsp;..."
"haiyan-google_41-51(1)","ac360.blogs.cnn.com","Typhoon Haiyan: Eight days later – Anderson Cooper 360 - CNN ...","","haiyan","google","http://ac360.blogs.cnn.com/2013/11/15/typhoon-haiyan-eight-days-later/","The crisis in the Philippines is far from over. Since arriving in the Philippines, <br> Anderson has witnessed the desperation of <b>typhoon</b> survivors who lost <br> everything&nbsp;..."
"haiyan-google_41-51(10)","ireport.cnn.com","Super Typhoon Haiyan in Coron - CNN iReport","","haiyan","google","http://ireport.cnn.com/docs/DOC-1058831","Photos of the aftermath of <b>Typhoon Haiyan</b> in Coron, Philippines."
"haiyan-google_41-51(2)","ireport.cnn.com","Super typhoon Haiyan (Yolanda) enters PHL - CNN iReport","","haiyan","google","http://ireport.cnn.com/docs/DOC-1057709","<b>Haiyan</b> (Yolanda) becomes an extremely catastrophic super <b>typhoon</b> and is <br> considered as the most powerful of all Super <b>Typhoons</b> for 2013. It now <br> endangers&nbsp;..."
"haiyan-google_41-51(3)","cnn.com","Panoramic photo shows Haiyan devastation - CNN.com","2013-11-19T18:43:16Z","haiyan","google","http://www.cnn.com/2013/11/19/world/asia/philippines-haiyan-panoramic/","A dozen body bags line the street in Tacloban -- one of the towns hardest hit by <br> Super <b>Typhoon Haiyan</b> -- as locals walk through the destruction of what used to&nbsp;..."
"haiyan-google_41-51(4)","cnn.com","Typhoon Haiyan survivors flee Tacloban misery on navy ship to Cebu","2013-11-15T08:58:11Z","haiyan","google","http://www.cnn.com/2013/11/15/world/asia/tacloban-cebu-navy-evacuation/","Cebu Port, Philippines (CNN) -- Nearly 3,000 survivors of <b>Typhoon Haiyan</b> <br> disembarked from a Philippines naval ship in Cebu Friday, carrying the few&nbsp;..."
"haiyan-google_41-51(5)","cnn.com","Typhoon Haiyan death toll closer to 2,500, Philippine president says ...","2013-11-12T15:14:41Z","haiyan","google","http://www.cnn.com/2013/11/12/world/asia/philippines-typhoon-aquino/","<b>Typhoon Haiyan</b> likely killed 2000 to 2500 people in the Philippines, President <br> Aquino said, not 10000 as some early estimates said."
"haiyan-google_41-51(6)","ac360.blogs.cnn.com","Typhoon Haiyan: One week later – Anderson Cooper 360 - CNN ...","","haiyan","google","http://ac360.blogs.cnn.com/2013/11/14/typhoon-haiyan-one-week-later/","One week after the super <b>typhoon</b> hit, the humanitarian crisis in the Philippines is <br> still unfolding. Anderson discussed the latest on the situation with CNN&nbsp;..."
"haiyan-google_41-51(7)","cnn.com","Typhoon Haiyan: The latest developments - CNN.com","2013-11-10T23:32:18Z","haiyan","google","http://www.cnn.com/2013/11/10/world/asia/typhoon-haiyan-developments/","Tacloban, Philippines (CNN) -- Three days after Super <b>Typhoon Haiyan</b> ripped <br> through the Philippines, the country is just beginning to understand the scope of&nbsp;..."
"haiyan-google_41-51(8)","ac360.blogs.cnn.com","Typhoon Haiyan: Children of the storm – Anderson Cooper 360 ...","","haiyan","google","http://ac360.blogs.cnn.com/2013/11/12/typhoon-haiyan-children-of-the-storm/","With each passing day, the desperation is growing. The youngest survivors are <br> among the most vulnerable. CNN&#39;s Paula Hancocks takes a look at how some of<br> &nbsp;..."
"haiyan-google_41-51(9)","ac360.blogs.cnn.com","Storm chaser on Typhoon Haiyan – Anderson Cooper 360 - CNN ...","","haiyan","google","http://ac360.blogs.cnn.com/2013/11/12/storm-chaser-on-typhoon-haiyan/","Storm chasers are used to running towards danger. But <b>Haiyan</b> is one of the <br> strongest storms to ever hit land. What it left behind is devastation on a scale that<br> &nbsp;..."
